Mean RGB,Red,Green,Blue,Orange,Black,Class
"[167.5338402812718, 110.47398327046288, 53.78017136602833]",150.8215399329418,227.70082121779117,284.1856929096152,116.25713925816,207.76042802033447,Orange
"[120.50478456724493, 75.30588816105787, 50.11659120485717]",162.08520129864945,222.0879322412164,249.33830651314184,169.25031576595248,150.67864018937334,Orange
"[111.45879731592709, 58.544615727160675, 19.65102749988244]",156.2616772610359,226.72437978899185,266.90761395399517,179.78595214996395,127.42330403640835,Orange
"[162.97670033517736, 109.92570843395694, 38.81817751461447]",148.52205210494898,221.61860443357997,292.1979578983266,114.05400553360408,200.3794329076855,Orange
"[219.15145783189266, 180.15914597594445, 151.24257395800507]",237.94274948357403,276.591451564101,302.07661744578235,156.17052814068728,321.49493856990676,Orange
"[208.7201764807708, 85.19802116275653, 12.933988873498633]",97.81519791525393,269.37726733224457,330.78507920235626,93.15291707451057,225.80988230897557,Orange
"[82.52380133692448, 78.65971441867913, 22.162696214018233]",190.8574726888306,195.95218602881886,259.25033942861074,194.14908993606846,116.14092113893015,Orange
"[136.37684111010475, 91.54400677111704, 58.16913371225186]",160.73396379596159,220.68111072415152,256.3617325001266,151.1650914830963,174.24866164110102,Orange
"[111.18315730859828, 92.29405026791582, 48.048510094206925]",177.51094411008316,202.83880267246974,252.40603272939546,168.16093092761125,152.27785625703493,Orange
"[117.06475114547189, 119.27880139639942, 130.38747196624897]",224.17506146953914,221.64226256943556,208.47031099481612,195.2369169088158,211.9728314408767,Clock
"[174.6103210337115, 173.9684292863898, 149.03149796587886]",242.77129620000446,243.4445872262605,268.2966679316479,169.56804119326748,288.03500826431355,Clock
"[85.0929396268227, 77.49678659222366, 103.87605727819901]",213.69229366647468,222.57231278864037,189.96053898174992,217.52116402089487,155.03804559564867,Clock
"[183.7935569044086, 165.99998096330495, 131.43347116588635]",223.3855603230817,242.84940249220307,276.7756352851593,149.4861694036159,280.37621614913337,Clock
"[190.1666472222242, 164.24844946334872, 154.34967746935814]",234.53089288709202,261.1953685949334,270.6868934624991,167.4149079249263,294.89782942868703,Clock
"[125.54902712696939, 133.42535890987645, 173.02023741788514]",253.96039717669524,245.9246919787889,200.71264555522595,218.38158094007278,251.9938236721273,Clock
"[182.14791150100834, 103.04834949525612, 87.86058494159532]",153.77214155574686,252.95582250973052,267.8290650096462,129.86499214648316,226.97203877164011,Clock
"[105.76405781774267, 121.39284400510347, 115.60388359265329]",224.43673254700795,205.9154340034354,212.9636958994954,193.74521515302777,198.2082652248032,Clock
"[133.89870856453211, 117.2045115826439, 105.48671529137509]",198.82119460869322,219.18920567945597,232.4219955058857,167.56305858796972,206.8651947369089,Clock
"[149.0798850992875, 153.86075619119174, 160.37165128672504]",246.19356119268517,241.19084832527386,234.20603924139803,192.51550594599684,267.61354781358335,Clock
"[106.53030799004323, 120.73537808871245, 125.32523425300614]",228.75029029124013,212.32548023731238,206.73965007761706,199.27122355987962,204.03958533394612,Clock
"[113.31843556775141, 96.43712145274719, 90.12807401550246]",193.64104373764673,214.72383197599973,222.08993271072006,181.37696584847438,173.96624948350882,Clock
"[113.01086720717639, 113.01086720717639, 113.01086720717639]",213.7845318190589,213.7845318190589,213.7845318190589,188.7729850024256,195.74056381024903,Clock
"[181.20379246677086, 176.29914466041186, 165.65075498799106]",252.91785481134323,257.815460482134,268.14080330406523,181.69679013245056,302.2521719366543,Clock
"[89.77383818072474, 105.9045974378781, 120.4555069179521]",230.2715732670213,211.6561131498945,193.33221769504223,212.84144403844235,183.80602527403386,Clock
"[152.5094752737787, 112.3766121501886, 73.59739524501546]",168.96563912186738,221.39816484535743,262.2871480239365,136.71175953186648,203.23439569494198,Clock
"[115.73251617680528, 130.22287587676195, 121.16263600450169]",225.90664845377552,208.91081917564685,219.6917219730697,187.84372434629344,212.20838123360824,Clock
"[124.12011336985107, 97.86721834908131, 84.21811546700575]",183.8483835243631,217.23076344089452,232.70205640469192,169.4964485448721,179.09909531637885,Clock
"[134.95782148118295, 117.46507016270486, 123.42027359416686]",208.42440180058506,228.82752115590367,222.0920545366491,178.612032383709,217.3573560322609,Clock
"[140.3837534685618, 96.73345724113655, 46.600195731443314]",157.0535703541535,216.62750295605107,269.2497695577797,141.31094462713062,176.73861555968338,Clock
"[156.45636454407529, 152.87482264540802, 154.5714090301632]",238.69201909009266,242.48807464620907,240.69733544308363,183.7122437517993,267.8462728782754,Clock
"[146.1587520923493, 145.43275986776442, 146.42635769188763]",233.31905862094106,234.11116835875305,233.02640249550603,183.49379378987146,252.89078014601535,Clock
"[96.76074535564058, 57.40503070251514, 59.16368739100867]",178.42460919407986,227.83054149774148,225.85358249986297,200.29149016927838,127.11538576205803,Clock
"[72.299237248235, 73.057131871108, 84.4811903035804]",214.13543551317926,213.23099794531217,199.10095098766556,221.29195924152626,133.04734397581487,Clock
"[138.63192037640272, 141.32289213144233, 143.67532227858987]",232.71503610109903,229.7474535929955,227.12145001611006,186.39939276768007,244.60900927705262,Clock
"[161.2482250001784, 111.4864209561386, 57.98491879548555]",156.78286953919925,223.5159686541565,277.93012493311863,122.53713423048472,204.43204966696527,Clock
"[167.6046815521265, 128.77526774512077, 84.90703933533817]",177.28569202878563,226.3475593853363,271.3042832848156,127.1195431168456,227.77972734576258,Clock
"[113.98698656695704, 114.33909920486467, 110.41602270682311]",212.48481742195398,212.06183105289887,216.7279151459484,186.1260188615116,195.59693449537804,Clock
"[84.25355557499434, 113.5325749966828, 195.84824889529034]",283.54987297565583,255.86760357546132,153.25546277754535,264.8769161622153,241.54677354035937,Clock
"[129.48399076532604, 99.64292057348601, 79.42723638521812]",178.86214265295527,217.28003100203327,239.83454882118454,162.27908763964547,181.6686581794515,Clock
"[146.16785312380503, 119.19154282270414, 37.5046305350535]",165.7035225506961,203.01619550979302,287.88174812928366,123.89289024886251,192.29732831958333,Clock
"[134.75856757933914, 132.25579930722046, 130.37207858559483]",221.23850794039595,224.10463898472332,226.2378986432252,180.3526091419525,229.4522757811646,Clock
"[145.88850486881844, 142.4569379186603, 175.14457227984855]",250.7487163078088,254.2145115342447,218.98475826045205,207.57921190922775,268.79928610975026,Clock
"[160.87449403191235, 141.65880964129317, 120.52939994809805]",208.4566273222927,230.76863849709085,253.04182155788104,154.69892789854256,245.91697263682414,Clock
"[185.20625027668876, 131.44027365014793, 132.91675115600108]",199.53590096905444,259.297558521225,257.84146355286424,153.83200405306914,263.1439974930904,Clock
"[211.94973942926342, 197.0456321087318, 175.55400676499136]",267.3939329146804,281.2483068269954,300.10221428433243,183.57411790254946,338.4802541781499,Clock
"[159.02736483818566, 98.73164307429978, 84.33405428980785]",161.46490874803078,238.3731001111319,253.30713597662935,143.92523942134326,205.30434195234304,Clock
"[171.9086065802252, 152.56055928536352, 135.4773988216223]",220.30213231236692,241.66202354063634,259.0616634283489,159.4146948596824,266.7984611224182,Clock
"[143.321368778809, 135.17202686116764, 135.57704473392536]",221.6409902883034,230.82654300139941,230.3786748787102,178.16554019168376,239.15189033995193,Clock
"[129.04960851676285, 123.79718189890163, 105.57064664825819]",205.7532619294815,212.1630089571013,233.0422179510811,169.42943890594776,207.6648866278815,Clock
"[161.9891036608206, 146.623130897811, 155.00097378823207]",232.75452998254278,249.0207166814225,240.28861284383527,181.69765554656112,267.88824926527275,Clock
"[153.43007660781083, 146.25827650968287, 141.83884575369126]",227.6536644779026,235.55001379805248,240.2867426343335,175.4592821768689,255.05005395059413,Clock
"[90.6329909367009, 90.32999096700091, 90.5559909444009]",208.27003728917785,208.6406921407771,208.36429259474508,201.97156090233403,156.76171028077295,Clock
"[174.35837414055462, 181.610252931046, 186.78318461363602]",272.7147114574953,265.847429293936,260.83838004418254,204.12479118935977,313.4821919296657,Clock
"[166.57729251232004, 106.09135481010495, 49.22690268806198]",146.61936677381783,228.79044329098411,285.21209217620304,117.09864058058352,203.53539715351366,Clock
"[114.70716264963396, 95.03702603738125, 88.09721202578565]",190.98490855709613,215.65482829932478,223.71032634799184,179.82774175367535,173.06324926995822,Clock
"[139.93465578710354, 127.8705869509313, 108.93465968157543]",203.61159231720742,218.19797348370705,239.30666212992904,162.74331578329523,218.63063595336195,Clock
"[93.19958737907386, 104.50502978779942, 108.65926323999362]",221.1504245148741,207.70588493025178,202.54154036651335,204.07314971140914,177.24079616848007,Clock
"[115.20174175419498, 92.6271828259668, 85.75876252645148]",188.35581582978574,216.77393388113003,224.7083282013672,179.26500780781262,170.89704986202543,Clock
"[130.5352155455537, 130.5352155455537, 130.5352155455537]",222.64403779203275,222.64403779203275,222.64403779203275,183.62664957545618,226.09362550185378,Clock
"[126.8114272445522, 128.10274066708257, 124.28176649557558]",219.74662644681788,218.24300673622244,222.6627647738512,182.3175126383093,218.94612974309214,Clock
"[97.52815920239847, 115.94767445194422, 127.6317779042477]",233.5189812113748,212.45508186139034,197.93501218343184,208.55067014243042,198.1047091293431,Clock
"[132.7031618068826, 127.38224234586612, 119.85212268870508]",213.4180957887192,219.68375573810943,228.25712159832705,175.317265652722,219.5470248752942,Clock
"[115.54767792058232, 98.18189791721751, 86.39625502495035]",191.18302250541188,213.09034679220193,226.75575796675403,177.1324978134251,174.5143656946379,Clock
"[174.42888156891544, 148.79189031307627, 117.85316556610803]",206.2040261055221,235.785847587604,267.15859623743836,143.6794229484921,257.78640379638665,Clock
"[122.95680738763129, 130.94844972862816, 130.28549717472185]",227.06213241239197,217.90244234921786,218.6768853451284,188.5980476177188,221.90129279333766,Clock
"[92.43167401666594, 59.60791489030546, 44.893064862072784]",178.8769169102144,220.76473576580926,237.1532037990342,198.87518570576606,118.79438181918945,Clock
"[79.75026861817219, 89.19532861317107, 106.86236327831706]",223.8031270586749,212.76949754086453,190.42235006576172,218.81129138802442,160.42280597380537,Clock
"[200.32374278717074, 158.10216324889055, 195.62225078963826]",257.39823645624773,296.28847040563244,262.0145283176641,203.23665579479638,321.5493134065808,Clock
"[132.2238428654366, 107.76137965665153, 100.78014734850572]",191.9456636806951,222.07880142486115,229.9552619955831,168.83981319323803,198.12192626560844,Clock
"[144.17138497247618, 80.52027580930266, 52.6135849276283]",146.74701374904365,232.37201147616832,261.2071286682935,148.95635275875995,173.31212415819286,Clock
"[158.95449384594357, 156.16878046468167, 156.17202721687428]",240.83838840442974,243.77006205374465,243.76666570732817,183.5549829775754,272.11196443867397,Clock
"[134.5187825436324, 106.22555249994066, 87.64982946833196]",182.98110385915226,218.88725794754853,239.55218729520521,160.1644531240732,192.51406043914398,Clock
"[135.45891833070655, 106.67452703546951, 140.92401017207288]",213.3754943002694,245.37551044970888,206.74115393115972,193.78211384485246,222.68396870126202,Clock
"[210.39091764184943, 203.23728350654548, 199.4389301181166]",288.22083630892337,294.4819245584017,297.7528574501325,207.91331589259786,354.041831539662,Clock
"[205.9876397909085, 202.83799245809993, 200.2024295418258]",289.182425870155,291.94656287046786,294.23958377346145,209.5589127691177,351.6463731158207,Clock
"[182.46000203244472, 159.45189345864503, 153.0637134341004]",232.6272941916241,256.61175611330486,262.8831778339421,169.47369460055904,286.60959341840464,Clock
"[140.850401471775, 140.850401471775, 140.850401471775]",229.5817981323331,229.5817981323331,229.5817981323331,182.899342666915,243.96005161558847,Clock
"[198.73079718333878, 198.54433104596527, 193.5834295363264]",282.9498520359363,283.1178491321569,287.5513454448345,204.36729073408424,341.1573322246805,Clock
"[136.04169668003243, 136.85773937350382, 143.39142851428574]",231.1757351595509,230.27383427755836,222.9211907627663,188.42549332110707,240.41315653136655,Clock
"[149.4696637850426, 117.09480517146581, 104.07496096196682]",188.89002821488594,228.45266610819968,242.55049206049665,155.76635404488573,216.5270682602804,Clock
"[195.5717760350162, 189.40206404672793, 179.88248304406227]",267.8853549093165,273.69529862406745,282.42539333473,191.01016266018476,326.31146034540177,Clock
"[85.43698434254516, 85.5537473348269, 56.11906865675507]",198.04143462614906,197.89103239591122,232.74996633412476,195.48062105561868,133.297681313222,Clock
"[132.10920519947845, 121.4037954505215, 112.6993875050714]",206.2575597172482,219.09345018161142,229.00041040282395,172.34827658506512,211.87938925777613,Clock
"[116.92526187634485, 93.71537431699184, 88.90438583468288]",189.0798627880082,218.1472831992231,223.70033816062863,179.02547580532973,174.23569688461626,Clock
"[121.23837148675166, 123.990204891173, 116.92052360384797]",216.6475317451581,213.38396841143995,221.6715034269181,182.33042915866292,209.14760928471696,Clock
"[180.9424496922124, 177.24370530923585, 167.15061013068933]",254.63538304092665,258.31286830453774,268.09143304622063,183.23142619199254,303.47129623644435,Clock
"[116.41740764508964, 108.60632255584586, 92.88121121253268]",199.06628945961393,208.83256689207536,227.22422357623506,176.10309808685838,184.32380610820329,Clock
"[185.19552866562896, 173.18733335042936, 150.69904558559185]",239.9514929974641,252.3903694724976,274.17134307314285,166.2825877416826,294.9600627393187,Clock
"[98.58195842224421, 98.58195842224421, 98.58195842224421]",209.53140285826063,209.53140285826063,209.53140285826063,196.45956964324776,170.74896069696956,Clock
"[151.08304734810707, 157.305268899108, 158.61055462669313]",246.3757064137283,239.84923539559838,238.45745951591607,189.77684256557225,269.6819290542068,Clock
"[163.46879797621642, 160.1070519639239, 161.17773792331207]",244.9295658645015,248.40487656413342,247.30332157404277,185.41889085656373,279.88315276637064,Clock
"[184.07197395739902, 145.0305576892941, 101.74851067568929]",190.83345347891287,237.33632099495836,280.0042378971439,125.62771560934056,255.47820589036925,Clock
"[227.7107341983486, 225.8507344845024, 228.47073408142555]",322.4160892804325,323.8838286808241,321.81444138900696,238.00502567593412,393.77609001569107,Clock
"[237.4611432513753, 220.77791602827392, 175.35866842256704]",282.4909950649262,297.16932576656336,333.8763610312422,184.84980390425565,368.62086939153835,Clock
"[213.53017268051374, 175.50467442890277, 96.59596018846172]",204.57863243514473,247.47812217922547,318.5731709042376,105.645039104996,292.79310940678926,Clock
"[118.83468712371781, 76.21921732482798, 81.31652036148648]",175.9623198415082,229.55746034803363,223.82359806942432,181.7564202079585,162.9215407400179,Clock
"[124.19060636820296, 121.79240301473024, 105.47104735817891]",207.52982611001272,210.45596317406452,229.3809142460732,173.49967069245733,203.42280593147765,Clock
"[148.26678921749854, 121.37227286739682, 105.40329830369201]",192.95870594051152,225.71943987346035,243.09142840560654,156.22167631924788,218.68727603397747,Clock
"[207.67371251011772, 195.41641970604513, 179.61005575463452]",269.6055019959479,280.9596875648962,294.95693185918435,188.214527078789,337.0099703074779,Clock
"[90.8086695454961, 52.41912698036223, 27.63214717631685]",174.55684869800174,223.71580215888943,250.37995094587447,200.9895060043124,108.43207503123827,Clock
"[95.51169503771516, 117.35896127547812, 113.51280785810393]",228.24285916372668,202.3677271156981,207.15751306876246,201.47293996545787,189.15804827833125,Clock
"[114.01904573530133, 139.21061793273643, 145.20259325951923]",245.6400185228147,217.92502582126005,210.797081247672,204.020868496548,231.22225676801193,Clock
"[159.61179750930407, 158.16454027800208, 153.82382343630556]",240.36784234235964,241.89832744416708,246.43166681567266,181.12813514355182,272.31179989502203,Clock
"[163.4722674974287, 133.4064511078001, 84.6524151671576]",182.59419050964607,220.62231248580346,271.18031472861594,128.61379996835055,227.346640246918,Clock
"[116.24895493295921, 120.87188833968096, 114.96796332975586]",216.97810601576458,211.47529986445292,218.4783838456841,185.51758767861784,203.3260079429033,Clock
"[117.70361945989995, 79.33365266598109, 40.21491263837952]",163.5890086566056,215.24415629268452,257.4501975765923,166.7520865640884,147.53036866286197,Clock
"[81.60779180847327, 83.94473630067863, 56.368357923254834]",200.72112093421654,197.7299337431327,230.56686594250655,199.52996118343842,129.93822459695897,Clock
"[135.52283884918185, 121.98326399294716, 128.90745497129822]",213.94354553995987,229.514757379321,221.68826413666903,180.9485107994435,223.30134010187138,Clock
"[101.61259024357173, 101.74211181538952, 105.84479511729346]",212.32587087273063,212.1702604990539,207.1807205226041,196.80543321459632,178.548862964974,Clock
"[90.6947934162606, 93.32206580232912, 103.52076577652393]",215.45709044516835,212.32486643396837,199.7010563801883,207.00356544834884,166.2862064796427,Telephone
"[140.73425167489992, 167.92805515204245, 187.93704416213345]",276.725180487505,250.41562599506352,229.1362069760105,219.96719599901303,288.6629416292316,Telephone
"[171.47670763131944, 171.47670763131944, 171.47670763131944]",256.4852098820868,256.4852098820868,256.4852098820868,190.8464025595523,297.0063699320791,Telephone
"[115.09612172454318, 113.82234965283703, 98.90803564179356]",205.6974038521751,207.2704651128447,224.8718431767907,178.8156776294758,189.6982973857221,Telephone
"[115.90232985491323, 117.24048512830288, 118.85892968192954]",217.30379278338665,215.7277895140455,213.80615624033544,189.0940989711342,203.23908724468035,Telephone
"[101.54445636912487, 106.5157997514032, 135.90512491056077]",231.0074077701483,225.4529603259217,189.31582471772205,213.16474503707343,200.3174859889602,Telephone
"[105.08672128995902, 112.97830191603292, 124.3469229149333]",225.16714919329834,216.04522433171113,202.18195331705596,201.5996166750974,198.16526671875718,Telephone
"[138.5418582717381, 95.03742906035183, 66.52216093377724]",164.37703486953615,221.82666316362355,252.48733678119532,151.2694880092631,180.69631238928793,Telephone
"[165.31677471621236, 164.34263699512135, 163.536602686077]",248.58761765203963,249.5848831313168,250.40705138890493,186.51470033626464,284.749642238906,Telephone
"[124.12137363757745, 121.41561287744592, 116.67693072491139]",213.270888900258,216.4818930995691,221.99355382029876,180.67185669812838,209.19219059867098,Telephone
"[146.66812854974697, 147.43046021738562, 147.61655883036798]",235.07910033166232,234.2507081360653,234.0480377393219,183.94328348979343,255.02534966766484,Telephone
"[143.03527007810587, 148.58316830534986, 150.05879830944568]",239.0202953730363,233.02633650366448,231.4059251666435,187.94482184792446,255.0562474044647,Telephone
"[105.35605568118875, 103.02161347394119, 103.64224565020872]",209.161368319974,211.98830987387038,211.24043437108256,192.29234397417707,180.15289727031896,Telephone
"[100.07455065496164, 102.4722557414425, 101.84319276420788]",211.83600724123662,208.9298072793923,209.69617661796713,195.66208004933716,175.7484418079992,Telephone
"[152.86352282924807, 155.8803446952627, 153.63922361883672]",241.52754059395454,238.3211566640631,240.7071778378745,184.71610410553723,266.9661954410724,Telephone
"[104.76460317195767, 104.76460317195767, 104.76460317195767]",211.00217680307205,211.00217680307205,211.00217680307205,192.8071564255042,181.45761552862226,Telephone
"[122.2257234653501, 125.87124517327516, 129.10818486787596]",223.92298289958552,219.73230577137784,215.9431567689976,189.28547583865821,217.83393041024763,Telephone
"[221.60539590968116, 210.52872036282423, 188.01754185023293]",284.2325416333631,294.0021126663183,312.91842913717954,196.31265879619042,358.8619367351445,Telephone
"[106.06589934631843, 99.4485370661516, 97.3810132827953]",203.84906085165719,211.9653140798931,214.43817641105662,189.63497140103829,174.9944235589381,Telephone
"[207.21807160961146, 206.3823777953604, 205.6684969777629]",295.2563787528784,295.9772508817716,296.59165911486105,215.16306495724174,357.5367753325034,Telephone
"[184.85028095306578, 171.25746793837646, 155.50397649660914]",241.7262710449276,255.663694627879,270.9210316422088,170.70918456141013,296.1084824846282,Telephone
"[116.88303466920229, 114.16522380201462, 120.34011584333521]",215.85119392567697,219.0384017961369,211.72771788391904,190.1110571862546,202.92137787929929,Telephone
"[105.17644112704731, 104.61341607467338, 104.97756163093513]",210.74001533203568,211.42019023465411,210.9805266017787,192.64975151166018,181.7315025991387,Telephone
"[131.09161204516164, 131.09161204516164, 131.09161204516164]",222.9872420179349,222.9872420179349,222.9872420179349,183.54312334669945,227.0573325083282,Telephone
"[138.85064189196348, 135.3097744389733, 134.3753648460782]",223.284901247602,227.29273971285656,228.3386485432391,180.08031974730105,235.89187033480562,Telephone
"[142.52927792504067, 142.08605456299367, 142.3113292470093]",230.41402877731088,230.9040245903813,230.65510721245138,182.83114245555524,246.48642234241257,Telephone
"[114.4242776777051, 114.73268883501144, 111.42240907992354]",212.93209443134762,212.56243117892237,216.49718202274354,186.2881894360632,196.65059993437586,Telephone
"[148.2277949367159, 152.37746326126316, 154.49666827858698]",241.8437834495593,237.4280622581885,235.14100065459255,188.22553683541588,262.7919158020704,Telephone
"[196.11893170363248, 196.07927653805578, 198.4930692253329]",285.1553285875992,285.1907879934865,283.02429451521374,209.36188804159949,341.04137079063327,Telephone
"[151.68456969121033, 138.1421579280576, 73.82077971077901]",187.63486204332645,205.21567058396403,273.710384063225,129.788016926676,218.03892312276588,Telephone
"[132.17371652890336, 139.38438585712916, 134.77563135764277]",229.51856948827142,221.3624457367313,226.60934927157214,184.13833497425205,234.65372183215672,Telephone
"[113.77262222317519, 113.92604178816234, 116.90755694869559]",215.85108779653766,215.6697663670204,212.1152408313302,190.3184129632628,198.97419289135954,Telephone
"[117.3236150813421, 96.92384132991698, 80.16908396762777]",186.48351135321838,212.55583882794832,231.78634747245195,173.25193322948326,172.0062315676685,Telephone
"[56.73546533096861, 68.59479073474148, 81.00916192520461]",224.8923194315327,211.0172964080679,195.440451483909,234.8728898720111,120.36046966545344,Telephone
"[149.37207258931977, 140.50203276305982, 143.27494620041776]",226.77255228170907,236.53648931983633,233.52799602339007,179.6806045641842,250.1610431080618,Telephone
"[134.9604337301317, 135.36973596052653, 133.99531767550752]",225.14263932725171,224.67857909854155,226.2331037472175,182.3244228738081,233.43956229741377,Telephone
"[98.36271559491828, 103.18035038273042, 95.3997900401012]",210.43417857039495,204.51295745945458,213.99447549774172,193.54076543275275,171.52996374979267,Telephone
"[119.30720133529934, 120.19199382611463, 127.93085592459971]",221.8669756564876,220.84770933075274,211.72361948165647,191.79832357019868,212.24190813305256,Telephone
"[177.67230056497382, 179.62660840383703, 192.96081031843207]",274.73471907519274,272.91476483969285,260.15769427610894,208.39238251927267,317.9104263050549,Telephone
"[176.5028158376682, 177.25423618547782, 186.85792800313524]",269.2522189782975,268.53963031060084,259.25981219685565,203.04644661635766,312.23099382019694,Telephone
"[201.12496692023572, 207.46542640371277, 198.27957265138608]",291.9918000099255,286.4010770518558,294.4662329540514,209.81091620745363,350.43964445016286,Telephone
"[142.85049091915965, 133.36595646633052, 137.5515227574703]",222.0009282506529,232.64033337986427,228.00632865473952,180.27380982900002,238.98360302105027,Telephone
"[104.08892580380414, 91.7375171651283, 81.61278941292957]",194.5522340309438,210.11851458678223,222.06620932905835,186.55345373897205,160.96870480429183,Telephone
"[154.68834811033364, 157.71315384292188, 160.28059530533406]",246.22293888130534,243.07012302569606,240.36158087742893,189.22313511614485,272.93184711135706,Telephone
"[122.20109753321138, 126.00998599889044, 133.83554068493993]",226.77305179023017,222.44883434344646,213.2895942395523,192.52979415825635,220.7341766926731,Telephone
"[115.83212217283533, 119.708907194838, 123.89640644707028]",221.46837293662634,216.95870540260708,211.97984628576555,191.7532290129688,207.59966888061894,Telephone
"[138.02707245744102, 147.5270713852064, 148.68508479852318]",239.90447476217813,229.5847502726525,228.29492047998937,189.98742972575437,250.84450156264435,Telephone
"[116.548095508314, 85.26377456607842, 63.26269586349234]",174.4735217691977,215.39733860725127,240.03450505584766,171.8399377087318,157.65639380560134,Telephone
"[137.8407467718794, 149.6165414501221, 158.02800534675092]",247.15228213864367,234.6882938717565,225.36359220858026,197.32154440861098,257.60052682399197,Telephone
"[201.77036019537758, 181.15746088093724, 154.29029330354967]",243.83788629795316,264.5174728531522,289.26069368147097,164.01205048271376,311.98525364814293,Telephone
"[128.61503504743348, 121.3958428139757, 111.30096932377653]",207.6006160660156,216.28639307652404,227.87757526806857,173.9608796895935,208.9657475884033,Telephone
"[124.01254723460463, 128.7349084503884, 97.00250037657031]",207.70140710886648,201.82039117728755,238.5686450743278,166.98010278585565,203.37471230379515,Telephone
"[157.99998374485764, 126.60904047232094, 84.66460034314811]",180.573937305705,220.49110617682155,264.59023483295175,134.35387407223794,219.45828429102895,Telephone
"[123.38823469168577, 118.26651434768999, 100.12066105764312]",203.30462846217398,209.63026816178157,230.6495924720101,171.84243428037473,198.0802151828959,Telephone
"[185.85696525225904, 202.64684239308664, 180.04068426395114]",279.75194365052687,264.00437995310887,285.0043039680008,196.501124644438,328.66883371396756,Telephone
"[76.96424260533837, 59.87089772880857, 102.31577931322947]",213.8919680642958,233.38247554057682,181.16426325683904,230.68891987243538,141.3383802480427,Telephone
"[92.57231086656495, 76.45576727827604, 90.95004256503199]",201.24648764616703,220.72513681034656,203.29167622827222,206.14253706619544,150.62213426939275,Telephone
"[121.33421545360979, 123.58488900473195, 120.78569800731833]",218.46956674060814,215.82656945046577,219.1088667522099,184.8538293362285,211.15018700718696,Telephone
"[89.99030247682428, 82.8783549108337, 73.10763475698226]",198.59946689046367,207.5303387647974,219.207456046312,198.28487367573263,142.51948116786266,Telephone
"[120.30788551663686, 121.47001069890862, 118.83377127605296]",216.83725325432815,215.4662631502274,218.56393266405928,184.81961710879557,208.2076271714522,Telephone
"[112.67563440995319, 112.57649648960168, 112.32110858608743]",213.41444195857562,213.532864861289,213.83763047382885,188.73388724583003,194.898172350503,Telephone
"[186.72353928383347, 190.93695306159492, 189.8190671099457]",277.7586602985801,273.8631635401221,274.9020810753254,203.3855424078508,327.649017098506,Telephone
"[123.36044043661788, 114.89700155540665, 116.27393241257133]",209.88073272015123,219.92334072709355,218.32095881845905,182.64422097034267,204.78951777330468,Telephone
"[157.29650515827996, 153.75076439262392, 145.87537131303293]",233.3771505767379,237.2197761608462,245.53955419115957,175.93220899469063,263.9339160510452,Telephone
"[173.34029598530933, 147.10574375856086, 149.39789011540418]",225.00697028639055,252.997546061424,250.67661173534373,171.19649890443307,272.04170200535134,Telephone
"[135.81687749702863, 144.69011537145857, 151.2446916822726]",240.86262254204152,231.27786669257978,223.93440491214287,193.62867779657185,249.5123453084327,Telephone
"[97.72233471195707, 97.97294890099536, 97.08105722824148]",209.18817936816555,208.8824577386964,209.96844025725093,196.60524217334424,169.035750924075,Telephone
"[128.35764549523424, 129.59706137269177, 118.56786590250134]",216.54566053288056,215.08119629134993,227.78237571839335,177.05929188447936,217.5532631292645,Telephone
"[118.35433564258062, 125.65193875763698, 135.1903990932662]",229.64514213941052,221.39357199239393,210.12020119060523,196.20589063076025,219.2546521420838,Telephone
"[93.01447927326387, 119.88983769712497, 110.86954914934071]",230.0107367857703,197.9861263840569,209.2817560131167,201.41075591110237,187.9290383791113,Telephone
"[110.16262671644654, 110.16262671644654, 110.16262671644654]",212.71923596565892,212.71923596565892,212.71923596565892,190.05474614801474,190.80726656813002,Telephone
"[139.08809892014702, 137.53135680489228, 151.47661529017154]",235.15018157829869,236.83231699894074,221.30852795948542,192.70511189559136,247.39753100138614,Telephone
"[91.97048175185992, 92.49397896240667, 88.8655640584083]",207.43878239118604,206.79425732490492,211.22110799727892,199.33096945117092,157.83153719515752,Telephone
"[113.68504647970025, 116.42855252783238, 114.97725406213408]",216.20659768804288,212.9462486152124,214.67712271408422,188.54408118436004,199.24775177774617,Telephone
"[140.4999736891435, 178.2040864786355, 181.55052779952663]",278.97588893515245,242.07116533060605,238.51994468149437,215.046967123949,290.6157827589921,Telephone
"[123.03840895794488, 123.03840895794488, 123.03840895794488]",218.38214594640192,218.38214594640192,218.38214594640192,185.23791920671582,213.10877559759822,Telephone
"[104.70361732661503, 103.14543579173895, 94.70725550777173]",205.42017382717472,207.3454132552092,217.475498258532,188.1075596671033,174.84648309806045,Telephone
"[169.7393860359306, 143.2165890526728, 112.08955829160288]",200.85923616159369,232.10139855864796,264.0943863489453,142.5059941337095,248.77001352603466,Telephone
"[120.87726353458174, 117.50303144078791, 118.8281844085324]",214.28020964282962,218.25871486016283,216.70495748565648,185.37801344581024,206.24842459328434,Telephone
"[113.5222590732451, 131.49887177072696, 122.00109999987751]",228.45606329421898,207.42251656986625,218.78748589283998,189.79606205491274,212.28171137252306,Telephone
"[224.24045866298115, 215.10323164358266, 190.97008274863006]",289.28380900388316,297.2290496093684,317.2585914803793,199.8150537607537,364.7228482970536,Telephone
"[204.62618048120058, 197.06307490888756, 186.46760736770108]",275.93757588065733,282.84046673835974,292.2369211286936,195.7951252277764,339.8174477985288,Telephone
