,Mean RGB,Red,Green,Blue,Orange,Black,Class,Mean Dist
210,"[106.53030799004323, 120.73537808871245, 125.32523425300614]",228.7502903,212.3254802,206.7396501,199.2712236,204.0395853,Clock,
211,"[113.31843556775141, 96.43712145274719, 90.12807401550246]",193.6410437,214.723832,222.0899327,181.3769658,173.9662495,Clock,
212,"[113.01086720717639, 113.01086720717639, 113.01086720717639]",213.7845318,213.7845318,213.7845318,188.772985,195.7405638,Clock,
213,"[181.20379246677086, 176.29914466041186, 165.65075498799106]",252.9178548,257.8154605,268.1408033,181.6967901,302.2521719,Clock,
214,"[89.77383818072474, 105.9045974378781, 120.4555069179521]",230.2715733,211.6561131,193.3322177,212.841444,183.8060253,Clock,
215,"[152.5094752737787, 112.3766121501886, 73.59739524501546]",168.9656391,221.3981648,262.287148,136.7117595,203.2343957,Clock,
216,"[115.73251617680528, 130.22287587676195, 121.16263600450169]",225.9066485,208.9108192,219.691722,187.8437243,212.2083812,Clock,
217,"[124.12011336985107, 97.86721834908131, 84.21811546700575]",183.8483835,217.2307634,232.7020564,169.4964485,179.0990953,Clock,
218,"[134.95782148118295, 117.46507016270486, 123.42027359416686]",208.4244018,228.8275212,222.0920545,178.6120324,217.357356,Clock,
219,"[140.3837534685618, 96.73345724113655, 46.600195731443314]",157.0535704,216.627503,269.2497696,141.3109446,176.7386156,Clock,
220,"[156.45636454407529, 152.87482264540802, 154.5714090301632]",238.6920191,242.4880746,240.6973354,183.7122438,267.8462729,Clock,
221,"[146.1587520923493, 145.43275986776442, 146.42635769188763]",233.3190586,234.1111684,233.0264025,183.4937938,252.8907801,Clock,
222,"[96.76074535564058, 57.40503070251514, 59.16368739100867]",178.4246092,227.8305415,225.8535825,200.2914902,127.1153858,Clock,
223,"[72.299237248235, 73.057131871108, 84.4811903035804]",214.1354355,213.2309979,199.100951,221.2919592,133.047344,Clock,
224,"[138.63192037640272, 141.32289213144233, 143.67532227858987]",232.7150361,229.7474536,227.12145,186.3993928,244.6090093,Clock,
225,"[161.2482250001784, 111.4864209561386, 57.98491879548555]",156.7828695,223.5159687,277.9301249,122.5371342,204.4320497,Clock,
226,"[167.6046815521265, 128.77526774512077, 84.90703933533817]",177.285692,226.3475594,271.3042833,127.1195431,227.7797273,Clock,
227,"[113.98698656695704, 114.33909920486467, 110.41602270682311]",212.4848174,212.0618311,216.7279151,186.1260189,195.5969345,Clock,
228,"[84.25355557499434, 113.5325749966828, 195.84824889529034]",283.549873,255.8676036,153.2554628,264.8769162,241.5467735,Clock,
229,"[129.48399076532604, 99.64292057348601, 79.42723638521812]",178.8621427,217.280031,239.8345488,162.2790876,181.6686582,Clock,
230,"[146.16785312380503, 119.19154282270414, 37.5046305350535]",165.7035226,203.0161955,287.8817481,123.8928902,192.2973283,Clock,
231,"[134.75856757933914, 132.25579930722046, 130.37207858559483]",221.2385079,224.104639,226.2378986,180.3526091,229.4522758,Clock,
232,"[145.88850486881844, 142.4569379186603, 175.14457227984855]",250.7487163,254.2145115,218.9847583,207.5792119,268.7992861,Clock,
233,"[160.87449403191235, 141.65880964129317, 120.52939994809805]",208.4566273,230.7686385,253.0418216,154.6989279,245.9169726,Clock,
234,"[185.20625027668876, 131.44027365014793, 132.91675115600108]",199.535901,259.2975585,257.8414636,153.8320041,263.1439975,Clock,
235,"[211.94973942926342, 197.0456321087318, 175.55400676499136]",267.3939329,281.2483068,300.1022143,183.5741179,338.4802542,Clock,
236,"[159.02736483818566, 98.73164307429978, 84.33405428980785]",161.4649087,238.3731001,253.307136,143.9252394,205.304342,Clock,
237,"[171.9086065802252, 152.56055928536352, 135.4773988216223]",220.3021323,241.6620235,259.0616634,159.4146949,266.7984611,Clock,
238,"[143.321368778809, 135.17202686116764, 135.57704473392536]",221.6409903,230.826543,230.3786749,178.1655402,239.1518903,Clock,
239,"[129.04960851676285, 123.79718189890163, 105.57064664825819]",205.7532619,212.163009,233.042218,169.4294389,207.6648866,Clock,
240,"[161.9891036608206, 146.623130897811, 155.00097378823207]",232.75453,249.0207167,240.2886128,181.6976555,267.8882493,Clock,
241,"[153.43007660781083, 146.25827650968287, 141.83884575369126]",227.6536645,235.5500138,240.2867426,175.4592822,255.050054,Clock,
242,"[90.6329909367009, 90.32999096700091, 90.5559909444009]",208.2700373,208.6406921,208.3642926,201.9715609,156.7617103,Clock,
243,"[174.35837414055462, 181.610252931046, 186.78318461363602]",272.7147115,265.8474293,260.83838,204.1247912,313.4821919,Clock,
244,"[166.57729251232004, 106.09135481010495, 49.22690268806198]",146.6193668,228.7904433,285.2120922,117.0986406,203.5353972,Clock,
245,"[114.70716264963396, 95.03702603738125, 88.09721202578565]",190.9849086,215.6548283,223.7103263,179.8277418,173.0632493,Clock,
246,"[139.93465578710354, 127.8705869509313, 108.93465968157543]",203.6115923,218.1979735,239.3066621,162.7433158,218.630636,Clock,
247,"[93.19958737907386, 104.50502978779942, 108.65926323999362]",221.1504245,207.7058849,202.5415404,204.0731497,177.2407962,Clock,
248,"[115.20174175419498, 92.6271828259668, 85.75876252645148]",188.3558158,216.7739339,224.7083282,179.2650078,170.8970499,Clock,
249,"[130.5352155455537, 130.5352155455537, 130.5352155455537]",222.6440378,222.6440378,222.6440378,183.6266496,226.0936255,Clock,
250,"[126.8114272445522, 128.10274066708257, 124.28176649557558]",219.7466264,218.2430067,222.6627648,182.3175126,218.9461297,Clock,
251,"[97.52815920239847, 115.94767445194422, 127.6317779042477]",233.5189812,212.4550819,197.9350122,208.5506701,198.1047091,Clock,
252,"[132.7031618068826, 127.38224234586612, 119.85212268870508]",213.4180958,219.6837557,228.2571216,175.3172657,219.5470249,Clock,
253,"[115.54767792058232, 98.18189791721751, 86.39625502495035]",191.1830225,213.0903468,226.755758,177.1324978,174.5143657,Clock,
254,"[174.42888156891544, 148.79189031307627, 117.85316556610803]",206.2040261,235.7858476,267.1585962,143.6794229,257.7864038,Clock,
255,"[122.95680738763129, 130.94844972862816, 130.28549717472185]",227.0621324,217.9024423,218.6768853,188.5980476,221.9012928,Clock,
256,"[92.43167401666594, 59.60791489030546, 44.893064862072784]",178.8769169,220.7647358,237.1532038,198.8751857,118.7943818,Clock,
257,"[79.75026861817219, 89.19532861317107, 106.86236327831706]",223.8031271,212.7694975,190.4223501,218.8112914,160.422806,Clock,
258,"[200.32374278717074, 158.10216324889055, 195.62225078963826]",257.3982365,296.2884704,262.0145283,203.2366558,321.5493134,Clock,
259,"[132.2238428654366, 107.76137965665153, 100.78014734850572]",191.9456637,222.0788014,229.955262,168.8398132,198.1219263,Clock,
260,"[144.17138497247618, 80.52027580930266, 52.6135849276283]",146.7470137,232.3720115,261.2071287,148.9563528,173.3121242,Clock,
261,"[158.95449384594357, 156.16878046468167, 156.17202721687428]",240.8383884,243.7700621,243.7666657,183.554983,272.1119644,Clock,
262,"[134.5187825436324, 106.22555249994066, 87.64982946833196]",182.9811039,218.8872579,239.5521873,160.1644531,192.5140604,Clock,
263,"[135.45891833070655, 106.67452703546951, 140.92401017207288]",213.3754943,245.3755104,206.7411539,193.7821138,222.6839687,Clock,
264,"[210.39091764184943, 203.23728350654548, 199.4389301181166]",288.2208363,294.4819246,297.7528575,207.9133159,354.0418315,Clock,
265,"[205.9876397909085, 202.83799245809993, 200.2024295418258]",289.1824259,291.9465629,294.2395838,209.5589128,351.6463731,Clock,
266,"[182.46000203244472, 159.45189345864503, 153.0637134341004]",232.6272942,256.6117561,262.8831778,169.4736946,286.6095934,Clock,
267,"[140.850401471775, 140.850401471775, 140.850401471775]",229.5817981,229.5817981,229.5817981,182.8993427,243.9600516,Clock,
268,"[198.73079718333878, 198.54433104596527, 193.5834295363264]",282.949852,283.1178491,287.5513454,204.3672907,341.1573322,Clock,
269,"[136.04169668003243, 136.85773937350382, 143.39142851428574]",231.1757352,230.2738343,222.9211908,188.4254933,240.4131565,Clock,
270,"[149.4696637850426, 117.09480517146581, 104.07496096196682]",188.8900282,228.4526661,242.5504921,155.766354,216.5270683,Clock,
271,"[195.5717760350162, 189.40206404672793, 179.88248304406227]",267.8853549,273.6952986,282.4253933,191.0101627,326.3114603,Clock,
272,"[85.43698434254516, 85.5537473348269, 56.11906865675507]",198.0414346,197.8910324,232.7499663,195.4806211,133.2976813,Clock,
273,"[132.10920519947845, 121.4037954505215, 112.6993875050714]",206.2575597,219.0934502,229.0004104,172.3482766,211.8793893,Clock,
274,"[116.92526187634485, 93.71537431699184, 88.90438583468288]",189.0798628,218.1472832,223.7003382,179.0254758,174.2356969,Clock,
275,"[121.23837148675166, 123.990204891173, 116.92052360384797]",216.6475317,213.3839684,221.6715034,182.3304292,209.1476093,Clock,
276,"[180.9424496922124, 177.24370530923585, 167.15061013068933]",254.635383,258.3128683,268.091433,183.2314262,303.4712962,Clock,
277,"[116.41740764508964, 108.60632255584586, 92.88121121253268]",199.0662895,208.8325669,227.2242236,176.1030981,184.3238061,Clock,
278,"[185.19552866562896, 173.18733335042936, 150.69904558559185]",239.951493,252.3903695,274.1713431,166.2825877,294.9600627,Clock,
279,"[98.58195842224421, 98.58195842224421, 98.58195842224421]",209.5314029,209.5314029,209.5314029,196.4595696,170.7489607,Clock,
280,"[151.08304734810707, 157.305268899108, 158.61055462669313]",246.3757064,239.8492354,238.4574595,189.7768426,269.6819291,Clock,
281,"[163.46879797621642, 160.1070519639239, 161.17773792331207]",244.9295659,248.4048766,247.3033216,185.4188909,279.8831528,Clock,
282,"[184.07197395739902, 145.0305576892941, 101.74851067568929]",190.8334535,237.336321,280.0042379,125.6277156,255.4782059,Clock,
283,"[227.7107341983486, 225.8507344845024, 228.47073408142555]",322.4160893,323.8838287,321.8144414,238.0050257,393.77609,Clock,
284,"[237.4611432513753, 220.77791602827392, 175.35866842256704]",282.4909951,297.1693258,333.876361,184.8498039,368.6208694,Clock,
285,"[213.53017268051374, 175.50467442890277, 96.59596018846172]",204.5786324,247.4781222,318.5731709,105.6450391,292.7931094,Clock,
286,"[118.83468712371781, 76.21921732482798, 81.31652036148648]",175.9623198,229.5574603,223.8235981,181.7564202,162.9215407,Clock,
287,"[124.19060636820296, 121.79240301473024, 105.47104735817891]",207.5298261,210.4559632,229.3809142,173.4996707,203.4228059,Clock,
288,"[148.26678921749854, 121.37227286739682, 105.40329830369201]",192.9587059,225.7194399,243.0914284,156.2216763,218.687276,Clock,
289,"[207.67371251011772, 195.41641970604513, 179.61005575463452]",269.605502,280.9596876,294.9569319,188.2145271,337.0099703,Clock,
290,"[90.8086695454961, 52.41912698036223, 27.63214717631685]",174.5568487,223.7158022,250.3799509,200.989506,108.432075,Clock,
291,"[95.51169503771516, 117.35896127547812, 113.51280785810393]",228.2428592,202.3677271,207.1575131,201.47294,189.1580483,Clock,
292,"[114.01904573530133, 139.21061793273643, 145.20259325951923]",245.6400185,217.9250258,210.7970812,204.0208685,231.2222568,Clock,
293,"[159.61179750930407, 158.16454027800208, 153.82382343630556]",240.3678423,241.8983274,246.4316668,181.1281351,272.3117999,Clock,
294,"[163.4722674974287, 133.4064511078001, 84.6524151671576]",182.5941905,220.6223125,271.1803147,128.6138,227.3466402,Clock,
295,"[116.24895493295921, 120.87188833968096, 114.96796332975586]",216.978106,211.4752999,218.4783838,185.5175877,203.3260079,Clock,
296,"[117.70361945989995, 79.33365266598109, 40.21491263837952]",163.5890087,215.2441563,257.4501976,166.7520866,147.5303687,Clock,
297,"[81.60779180847327, 83.94473630067863, 56.368357923254834]",200.7211209,197.7299337,230.5668659,199.5299612,129.9382246,Clock,
298,"[135.52283884918185, 121.98326399294716, 128.90745497129822]",213.9435455,229.5147574,221.6882641,180.9485108,223.3013401,Clock,
299,"[101.61259024357173, 101.74211181538952, 105.84479511729346]",212.3258709,212.1702605,207.1807205,196.8054332,178.548863,Clock,
300,"[90.6947934162606, 93.32206580232912, 103.52076577652393]",215.4570904,212.3248664,199.7010564,207.0035654,166.2862065,Telephone,"228.62903329696513,
 230.72508372210632,
 233.52274961384074,
 188.3947497916666,
 233.23078350180631"
301,"[140.73425167489992, 167.92805515204245, 187.93704416213345]",276.7251805,250.415626,229.136207,219.967196,288.6629416,Telephone,
302,"[171.47670763131944, 171.47670763131944, 171.47670763131944]",256.4852099,256.4852099,256.4852099,190.8464026,297.0063699,Telephone,
303,"[115.09612172454318, 113.82234965283703, 98.90803564179356]",205.6974039,207.2704651,224.8718432,178.8156776,189.6982974,Telephone,
304,"[115.90232985491323, 117.24048512830288, 118.85892968192954]",217.3037928,215.7277895,213.8061562,189.094099,203.2390872,Telephone,
305,"[101.54445636912487, 106.5157997514032, 135.90512491056077]",231.0074078,225.4529603,189.3158247,213.164745,200.317486,Telephone,
306,"[105.08672128995902, 112.97830191603292, 124.3469229149333]",225.1671492,216.0452243,202.1819533,201.5996167,198.1652667,Telephone,
307,"[138.5418582717381, 95.03742906035183, 66.52216093377724]",164.3770349,221.8266632,252.4873368,151.269488,180.6963124,Telephone,
308,"[165.31677471621236, 164.34263699512135, 163.536602686077]",248.5876177,249.5848831,250.4070514,186.5147003,284.7496422,Telephone,
309,"[124.12137363757745, 121.41561287744592, 116.67693072491139]",213.2708889,216.4818931,221.9935538,180.6718567,209.1921906,Telephone,
310,"[146.66812854974697, 147.43046021738562, 147.61655883036798]",235.0791003,234.2507081,234.0480377,183.9432835,255.0253497,Telephone,
311,"[143.03527007810587, 148.58316830534986, 150.05879830944568]",239.0202954,233.0263365,231.4059252,187.9448218,255.0562474,Telephone,
312,"[105.35605568118875, 103.02161347394119, 103.64224565020872]",209.1613683,211.9883099,211.2404344,192.292344,180.1528973,Telephone,
313,"[100.07455065496164, 102.4722557414425, 101.84319276420788]",211.8360072,208.9298073,209.6961766,195.66208,175.7484418,Telephone,
314,"[152.86352282924807, 155.8803446952627, 153.63922361883672]",241.5275406,238.3211567,240.7071778,184.7161041,266.9661954,Telephone,
315,"[104.76460317195767, 104.76460317195767, 104.76460317195767]",211.0021768,211.0021768,211.0021768,192.8071564,181.4576155,Telephone,
316,"[122.2257234653501, 125.87124517327516, 129.10818486787596]",223.9229829,219.7323058,215.9431568,189.2854758,217.8339304,Telephone,
317,"[221.60539590968116, 210.52872036282423, 188.01754185023293]",284.2325416,294.0021127,312.9184291,196.3126588,358.8619367,Telephone,
318,"[106.06589934631843, 99.4485370661516, 97.3810132827953]",203.8490609,211.9653141,214.4381764,189.6349714,174.9944236,Telephone,
319,"[207.21807160961146, 206.3823777953604, 205.6684969777629]",295.2563788,295.9772509,296.5916591,215.163065,357.5367753,Telephone,
320,"[184.85028095306578, 171.25746793837646, 155.50397649660914]",241.726271,255.6636946,270.9210316,170.7091846,296.1084825,Telephone,
321,"[116.88303466920229, 114.16522380201462, 120.34011584333521]",215.8511939,219.0384018,211.7277179,190.1110572,202.9213779,Telephone,
322,"[105.17644112704731, 104.61341607467338, 104.97756163093513]",210.7400153,211.4201902,210.9805266,192.6497515,181.7315026,Telephone,
323,"[131.09161204516164, 131.09161204516164, 131.09161204516164]",222.987242,222.987242,222.987242,183.5431233,227.0573325,Telephone,
324,"[138.85064189196348, 135.3097744389733, 134.3753648460782]",223.2849012,227.2927397,228.3386485,180.0803197,235.8918703,Telephone,
325,"[142.52927792504067, 142.08605456299367, 142.3113292470093]",230.4140288,230.9040246,230.6551072,182.8311425,246.4864223,Telephone,
326,"[114.4242776777051, 114.73268883501144, 111.42240907992354]",212.9320944,212.5624312,216.497182,186.2881894,196.6505999,Telephone,
327,"[148.2277949367159, 152.37746326126316, 154.49666827858698]",241.8437834,237.4280623,235.1410007,188.2255368,262.7919158,Telephone,
328,"[196.11893170363248, 196.07927653805578, 198.4930692253329]",285.1553286,285.190788,283.0242945,209.361888,341.0413708,Telephone,
329,"[151.68456969121033, 138.1421579280576, 73.82077971077901]",187.634862,205.2156706,273.7103841,129.7880169,218.0389231,Telephone,
330,"[132.17371652890336, 139.38438585712916, 134.77563135764277]",229.5185695,221.3624457,226.6093493,184.138335,234.6537218,Telephone,
331,"[113.77262222317519, 113.92604178816234, 116.90755694869559]",215.8510878,215.6697664,212.1152408,190.318413,198.9741929,Telephone,
332,"[117.3236150813421, 96.92384132991698, 80.16908396762777]",186.4835114,212.5558388,231.7863475,173.2519332,172.0062316,Telephone,
333,"[56.73546533096861, 68.59479073474148, 81.00916192520461]",224.8923194,211.0172964,195.4404515,234.8728899,120.3604697,Telephone,
334,"[149.37207258931977, 140.50203276305982, 143.27494620041776]",226.7725523,236.5364893,233.527996,179.6806046,250.1610431,Telephone,
335,"[134.9604337301317, 135.36973596052653, 133.99531767550752]",225.1426393,224.6785791,226.2331037,182.3244229,233.4395623,Telephone,
336,"[98.36271559491828, 103.18035038273042, 95.3997900401012]",210.4341786,204.5129575,213.9944755,193.5407654,171.5299637,Telephone,
337,"[119.30720133529934, 120.19199382611463, 127.93085592459971]",221.8669757,220.8477093,211.7236195,191.7983236,212.2419081,Telephone,
338,"[177.67230056497382, 179.62660840383703, 192.96081031843207]",274.7347191,272.9147648,260.1576943,208.3923825,317.9104263,Telephone,
339,"[176.5028158376682, 177.25423618547782, 186.85792800313524]",269.252219,268.5396303,259.2598122,203.0464466,312.2309938,Telephone,
340,"[201.12496692023572, 207.46542640371277, 198.27957265138608]",291.9918,286.4010771,294.466233,209.8109162,350.4396445,Telephone,
341,"[142.85049091915965, 133.36595646633052, 137.5515227574703]",222.0009283,232.6403334,228.0063287,180.2738098,238.983603,Telephone,
342,"[104.08892580380414, 91.7375171651283, 81.61278941292957]",194.552234,210.1185146,222.0662093,186.5534537,160.9687048,Telephone,
343,"[154.68834811033364, 157.71315384292188, 160.28059530533406]",246.2229389,243.070123,240.3615809,189.2231351,272.9318471,Telephone,
344,"[122.20109753321138, 126.00998599889044, 133.83554068493993]",226.7730518,222.4488343,213.2895942,192.5297942,220.7341767,Telephone,
345,"[115.83212217283533, 119.708907194838, 123.89640644707028]",221.4683729,216.9587054,211.9798463,191.753229,207.5996689,Telephone,
346,"[138.02707245744102, 147.5270713852064, 148.68508479852318]",239.9044748,229.5847503,228.2949205,189.9874297,250.8445016,Telephone,
347,"[116.548095508314, 85.26377456607842, 63.26269586349234]",174.4735218,215.3973386,240.0345051,171.8399377,157.6563938,Telephone,
348,"[137.8407467718794, 149.6165414501221, 158.02800534675092]",247.1522821,234.6882939,225.3635922,197.3215444,257.6005268,Telephone,
349,"[201.77036019537758, 181.15746088093724, 154.29029330354967]",243.8378863,264.5174729,289.2606937,164.0120505,311.9852536,Telephone,
350,"[128.61503504743348, 121.3958428139757, 111.30096932377653]",207.6006161,216.2863931,227.8775753,173.9608797,208.9657476,Telephone,
351,"[124.01254723460463, 128.7349084503884, 97.00250037657031]",207.7014071,201.8203912,238.5686451,166.9801028,203.3747123,Telephone,
352,"[157.99998374485764, 126.60904047232094, 84.66460034314811]",180.5739373,220.4911062,264.5902348,134.3538741,219.4582843,Telephone,
353,"[123.38823469168577, 118.26651434768999, 100.12066105764312]",203.3046285,209.6302682,230.6495925,171.8424343,198.0802152,Telephone,
354,"[185.85696525225904, 202.64684239308664, 180.04068426395114]",279.7519437,264.00438,285.004304,196.5011246,328.6688337,Telephone,
355,"[76.96424260533837, 59.87089772880857, 102.31577931322947]",213.8919681,233.3824755,181.1642633,230.6889199,141.3383802,Telephone,
356,"[92.57231086656495, 76.45576727827604, 90.95004256503199]",201.2464876,220.7251368,203.2916762,206.1425371,150.6221343,Telephone,
357,"[121.33421545360979, 123.58488900473195, 120.78569800731833]",218.4695667,215.8265695,219.1088668,184.8538293,211.150187,Telephone,
358,"[89.99030247682428, 82.8783549108337, 73.10763475698226]",198.5994669,207.5303388,219.207456,198.2848737,142.5194812,Telephone,
359,"[120.30788551663686, 121.47001069890862, 118.83377127605296]",216.8372533,215.4662632,218.5639327,184.8196171,208.2076272,Telephone,
360,"[112.67563440995319, 112.57649648960168, 112.32110858608743]",213.414442,213.5328649,213.8376305,188.7338872,194.8981724,Telephone,
361,"[186.72353928383347, 190.93695306159492, 189.8190671099457]",277.7586603,273.8631635,274.9020811,203.3855424,327.6490171,Telephone,
362,"[123.36044043661788, 114.89700155540665, 116.27393241257133]",209.8807327,219.9233407,218.3209588,182.644221,204.7895178,Telephone,
363,"[157.29650515827996, 153.75076439262392, 145.87537131303293]",233.3771506,237.2197762,245.5395542,175.932209,263.9339161,Telephone,
364,"[173.34029598530933, 147.10574375856086, 149.39789011540418]",225.0069703,252.9975461,250.6766117,171.1964989,272.041702,Telephone,
365,"[135.81687749702863, 144.69011537145857, 151.2446916822726]",240.8626225,231.2778667,223.9344049,193.6286778,249.5123453,Telephone,
366,"[97.72233471195707, 97.97294890099536, 97.08105722824148]",209.1881794,208.8824577,209.9684403,196.6052422,169.0357509,Telephone,
367,"[128.35764549523424, 129.59706137269177, 118.56786590250134]",216.5456605,215.0811963,227.7823757,177.0592919,217.5532631,Telephone,
368,"[118.35433564258062, 125.65193875763698, 135.1903990932662]",229.6451421,221.393572,210.1202012,196.2058906,219.2546521,Telephone,
369,"[93.01447927326387, 119.88983769712497, 110.86954914934071]",230.0107368,197.9861264,209.281756,201.4107559,187.9290384,Telephone,
370,"[110.16262671644654, 110.16262671644654, 110.16262671644654]",212.719236,212.719236,212.719236,190.0547461,190.8072666,Telephone,
371,"[139.08809892014702, 137.53135680489228, 151.47661529017154]",235.1501816,236.832317,221.308528,192.7051119,247.397531,Telephone,
372,"[91.97048175185992, 92.49397896240667, 88.8655640584083]",207.4387824,206.7942573,211.221108,199.3309695,157.8315372,Telephone,
373,"[113.68504647970025, 116.42855252783238, 114.97725406213408]",216.2065977,212.9462486,214.6771227,188.5440812,199.2477518,Telephone,
374,"[140.4999736891435, 178.2040864786355, 181.55052779952663]",278.9758889,242.0711653,238.5199447,215.0469671,290.6157828,Telephone,
375,"[123.03840895794488, 123.03840895794488, 123.03840895794488]",218.3821459,218.3821459,218.3821459,185.2379192,213.1087756,Telephone,
376,"[104.70361732661503, 103.14543579173895, 94.70725550777173]",205.4201738,207.3454133,217.4754983,188.1075597,174.8464831,Telephone,
377,"[169.7393860359306, 143.2165890526728, 112.08955829160288]",200.8592362,232.1013986,264.0943863,142.5059941,248.7700135,Telephone,
378,"[120.87726353458174, 117.50303144078791, 118.8281844085324]",214.2802096,218.2587149,216.7049575,185.3780134,206.2484246,Telephone,
379,"[113.5222590732451, 131.49887177072696, 122.00109999987751]",228.4560633,207.4225166,218.7874859,189.7960621,212.2817114,Telephone,
380,"[224.24045866298115, 215.10323164358266, 190.97008274863006]",289.283809,297.2290496,317.2585915,199.8150538,364.7228483,Telephone,
381,"[204.62618048120058, 197.06307490888756, 186.46760736770108]",275.9375759,282.8404667,292.2369211,195.7951252,339.8174478,Telephone,
382,"[143.11151088828186, 131.2706602417719, 124.09772880980843]",212.4882739,226.2522936,234.1971293,170.4609887,230.4628757,Telephone,
383,"[114.13470637017967, 114.04720638233245, 106.15692970042643]",210.0454474,210.1516475,219.5170974,183.5987795,193.1393026,Telephone,
384,"[160.68583265537964, 160.42358489233865, 161.1094636572151]",246.1445673,246.4161001,245.7053036,186.7414389,278.4096311,Telephone,
385,"[113.19749405948771, 113.33124209467464, 115.81335679419024]",215.3245335,215.1660829,212.2040639,190.237601,197.6622794,Telephone,
386,"[162.75745255661465, 151.6494078563899, 172.24825606341884]",247.3372034,258.5358679,237.3507581,195.8478685,281.3485258,Telephone,
387,"[142.17089322775215, 133.29833083983047, 150.45275105655907]",230.5100489,240.1247373,221.1586199,190.7129609,246.2052765,Telephone,
388,"[91.21705221301615, 99.35327853992837, 90.4056750889708]",211.8233085,201.7910766,212.7978298,198.2612723,162.3724443,Telephone,
389,"[157.1846367635459, 158.90764788243638, 161.16901119758364]",246.5662913,244.7778592,242.4106125,188.627708,275.5614283,Telephone,
390,"[111.63416502342302, 92.90111682187616, 85.00987499860523]",190.8168205,214.3942946,223.5831991,181.6003591,168.2839361,Telephone,
391,"[154.11221614902175, 155.58247412093445, 132.4792219439706]",227.8925085,226.2413841,250.9339006,166.7866271,255.943794,Telephone,
392,"[130.62346987446767, 130.9735896945828, 131.26375749070564]",223.2795926,222.879374,222.5471406,184.004054,226.8187517,Telephone,
393,"[148.35330317416455, 143.37685831082888, 140.2398136788208]",227.151154,232.6706549,236.0837276,177.5057282,249.4650905,Telephone,
394,"[180.7183044854037, 190.39215762908927, 197.5255798483046]",284.224029,275.4081218,268.7221395,212.553256,328.5188487,Telephone,
395,"[133.69286075084221, 135.37002544487186, 135.8227811721334]",226.9103208,225.0176431,224.5039739,184.5025347,233.7662351,Telephone,
396,"[157.32885392692137, 157.74218716840286, 161.50885299803267]",245.9824384,245.5535787,241.6103484,188.884722,275.1728102,Telephone,
397,"[211.32132774277477, 195.34965192269587, 165.09366393315207]",259.4710596,274.7194668,301.4984898,173.4498361,331.7741821,Telephone,
398,"[125.21838920149935, 127.81277257211036, 124.64584638910354]",220.7169191,217.698927,221.3774044,183.7464106,218.0649831,Telephone,
399,"[168.84637763948078, 174.0963767816378, 179.63885953613408]",264.5791279,259.4698737,253.9644643,199.4374854,301.8091574,Telephone,
400,"[120.31446602777534, 119.32917202158688, 121.3608459999043]",217.0440031,218.1985317,215.8111339,186.9611525,208.4309885,Television,"214.86001948368045,
 221.31623025032712,
 224.1419148669648,
 190.7617792649619,
 196.75357325496464"
401,"[142.17185648803954, 152.80336552039512, 157.99607317759464]",247.0664235,235.8383939,230.1553108,194.5294502,261.7717793,Television,
402,"[139.91037271788466, 128.4287038259976, 116.87982516498725]",208.3277413,221.9371509,234.8319123,168.0594405,223.0016545,Television,
403,"[104.9461377005942, 110.73998296307956, 116.23382827171874]",219.7494215,212.9200488,206.2355112,197.4097613,191.8002567,Television,
404,"[119.65594114378298, 144.72421088029307, 157.42969780057592]",253.0755248,226.4120219,211.6190099,208.5982542,245.0443862,Television,
405,"[135.33331982701398, 107.46006911576157, 81.7035846603209]",180.3974959,216.2374029,244.7333681,155.9052075,191.1498095,Television,
406,"[191.80495935633203, 169.70018986512554, 142.57052462961363]",230.4736907,253.7549104,279.6921232,156.0194201,293.1103058,Television,
407,"[130.43966795217668, 121.28912050955927, 66.79859752755758]",186.248167,198.3813472,259.124151,147.9458345,190.2304139,Television,
408,"[96.48621260520488, 99.9614187380966, 103.76307110701501]",214.2094325,210.0317258,205.3642693,200.3082943,173.4031412,Television,
409,"[125.65102857801786, 112.30519663487536, 100.65936451464954]",198.6854833,215.1332042,228.5206116,172.1633131,196.2981045,Television,
410,"[122.81364319286537, 125.14697625613701, 106.31943213895461]",210.8051713,207.9635073,229.8931662,174.2564721,205.0579876,Television,
411,"[55.327945981034716, 64.38848997088901, 63.36931752075505]",219.1585663,208.3497055,209.5933628,232.3946546,105.9373855,Television,
412,"[109.16715042857068, 94.46586602711513, 75.8437115881591]",189.5871526,208.4249109,230.0831203,178.8702118,163.0752439,Television,
413,"[60.45024123753219, 97.32461476062005, 87.57959109706579]",234.5034628,190.2260328,202.8691835,223.829737,144.2099063,Television,
414,"[93.28905208827544, 93.55690920123781, 101.4921761727482]",212.6122945,212.2907926,202.5349216,203.8509449,166.602534,Television,
415,"[173.4905455789451, 173.165073919213, 172.2582344035101]",257.4933656,257.8154841,258.7108656,190.7442238,299.5964144,Television,
416,"[119.94377986606794, 115.41099351159328, 123.29975137005253]",216.2468698,221.5274921,212.252593,189.4784443,207.1449648,Television,
417,"[143.20920773799688, 135.2542030085261, 121.18446330883428]",213.2523266,222.5614684,238.1368818,167.5340796,231.2752705,Television,
418,"[131.19850779318818, 130.8331435234273, 136.66102041594294]",226.0981102,226.5098038,219.8510268,187.5377777,230.2316103,Television,
419,"[150.76417019444395, 137.86606435719588, 122.56038972920092]",211.8801762,226.8727463,243.4689653,163.1637454,238.2392408,Television,
